efficiency,treatment,experiment
0.7406289033698075,0,Confidence Judgments
-0.5419540708328359,1,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-5.41576937280288,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-1.054987260513893,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-1.054987260513893,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-1.054987260513893,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-2.0810536398760076,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-1.054987260513893,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.5419540708328359,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-1.5680204501949504,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.22759571368875012,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-2.0810536398760076,1,Confidence Judgments
-0.5419540708328359,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-1.5680204501949504,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.2854374759923072,0,Confidence Judgments
0.22759571368875012,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-1.054987260513893,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
-0.5419540708328359,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.22759571368875012,0,Confidence Judgments
-1.3115038553544218,1,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.2854374759923072,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-1.054987260513893,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-1.054987260513893,1,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-1.5680204501949504,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.5419540708328359,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-1.3115038553544218,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-0.2854374759923072,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
-2.0810536398760076,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-0.2854374759923072,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
-1.054987260513893,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-0.2854374759923072,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
0.22759571368875012,0,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
-2.594086829557065,1,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
-1.054987260513893,1,Confidence Judgments
-4.646219588281294,0,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
-1.5680204501949504,1,Confidence Judgments
-0.2854374759923072,1,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-0.028920881151778526,0,Confidence Judgments
-1.5680204501949504,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
0.4841123085292788,1,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-0.028920881151778526,1,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-4.902736183121823,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-1.054987260513893,0,Confidence Judgments
0.22759571368875012,0,Confidence Judgments
-0.5419540708328359,0,Confidence Judgments
0.4841123085292788,0,Confidence Judgments
-2.8506034243975935,0,Confidence Judgments
0.7406289033698075,0,Confidence Judgments
